fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
928;815;0.00083;0.00248;0.00027;140;140;140;0;0;1;-30;30
1156;815;0.00496;0.01488;0.0016;140;140;140;0;0;1;-30;30
1315;815;0.00248;0.00744;0.0009;112;112;112;0;0;1;-30;30
816;817;0.00083;0.00165;0.00019;140;140;140;0;0;1;-30;30
817;1079;0.02314;0.0314;0.00569;90;90;90;0;0;1;-30;30
1477;817;0.01653;0.02066;0.00392;90;90;90;0;0;1;-30;30
819;818;0.01653;0.02727;0.00295;19;19;19;0;0;1;-30;30
819;954;0.01818;0.05455;0.00649;57;57;57;0;0;1;-30;30
993;819;0.01405;0.03884;0.00431;57;57;57;0;0;1;-30;30
820;838;0.00413;0.0124;0.0014;114;114;114;0;0;1;-30;30
1393;820;0.03719;0.09174;0.00975;85;85;85;0;0;1;-30;30
822;821;0;0.0001;0;438;438;438;0;0;1;-30;30
843;821;0.01074;0.0314;0.00373;140;140;140;0;0;1;-30;30
920;821;0.01157;0.03636;0.00411;114;114;114;0;0;1;-30;30
1076;821;0.00661;0.02149;0.00235;114;114;114;0;0;1;-30;30
1199;821;0.00331;0.01074;0.00111;140;140;140;0;0;1;-30;30
1558;821;0.00661;0.02231;0.00232;114;114;114;0;0;1;-30;30
844;822;0.00992;0.03058;0.00363;140;140;140;0;0;1;-30;30
919;822;0.01157;0.03636;0.00411;114;114;114;0;0;1;-30;30
924;822;0.00909;0.03058;0.00322;114;114;114;0;0;1;-30;30
1355;822;0.00248;0.00826;0.00097;140;140;140;0;0;1;-30;30
1559;822;0.00661;0.02231;0.00235;114;114;114;0;0;1;-30;30
825;823;0.00083;0.00165;0.00019;90;90;90;0;0;1;-30;30
826;824;0.00083;0.00165;0.00019;90;90;90;0;0;1;-30;30
825;1232;0.00165;0.00579;0.0007;140;140;140;0;0;1;-30;30
1566;825;0.00496;0.01488;0.00174;140;140;140;0;0;1;-30;30
826;1003;0.00165;0.00579;0.00065;140;140;140;0;0;1;-30;30
1566;826;0.00496;0.01488;0.00174;140;140;140;0;0;1;-30;30
827;911;0.00413;0.01488;0.00143;114;114;114;0;0;1;-30;30
1337;827;0.03306;0.05702;0.00615;90;90;90;0;0;1;-30;30
828;829;0.00992;0.03058;0.00361;57;57;57;0;0;1;-30;30
829;1268;0.01901;0.05785;0.00687;114;114;114;0;0;1;-30;30
1489;829;0.00661;0.01983;0.00235;114;114;114;0;0;1;-30;30
830;883;0.00579;0.01736;0.00194;140;140;140;0;0;1;-30;30
830;1334;0.00165;0.00496;0.00053;140;140;140;0;0;1;-30;30
833;831;0.01405;0.01818;0.00324;76;76;76;0;0;1;-30;30
1154;832;0.00909;0.02645;0.00317;114;114;114;0;0;1;-30;30
833;1230;0.01818;0.04463;0.00489;120;120;120;0;0;1;-30;30
1553;833;0.02645;0.06364;0.00704;120;120;120;0;0;1;-30;30
886;834;0.0281;0.07025;0.00789;120;120;120;0;0;1;-30;30
991;834;0.03223;0.10248;0.01125;120;120;120;0;0;1;-30;30
1175;834;0.01488;0.04463;0.00523;120;120;120;0;0;1;-30;30
1178;834;0.01488;0.0405;0.00465;90;90;90;0;0;1;-30;30
1467;834;0.02479;0.06116;0.00682;120;120;120;0;0;1;-30;30
1020;835;0.03884;0.1;0.01108;120;120;120;0;0;1;-30;30
1106;835;0.00744;0.02231;0.00252;114;114;114;0;0;1;-30;30
890;836;0.00909;0.02231;0.00252;120;120;120;0;0;1;-30;30
1105;836;0.00744;0.02231;0.00254;114;114;114;0;0;1;-30;30
836;1365;0.03884;0.09587;0.01055;120;120;120;0;0;1;-30;30
837;1097;0.00909;0.02479;0.00276;120;120;120;0;0;1;-30;30
1552;837;0.00413;0.01322;0.0015;114;114;114;0;0;1;-30;30
966;838;0.00248;0.00826;0.00097;114;114;114;0;0;1;-30;30
840;839;0.02645;0.03636;0.00317;57;57;57;0;0;1;-30;30
1349;839;0.01818;0.05785;0.00593;57;57;57;0;0;1;-30;30
840;887;0.07107;0.12727;0.01229;57;57;57;0;0;1;-30;30
1562;840;0.0124;0.02397;0.00206;57;57;57;0;0;1;-30;30
841;1095;0.00083;0.00165;0.00012;140;140;140;0;0;1;-30;30
842;1096;0.00083;0.00165;0.00015;140;140;140;0;0;1;-30;30
845;870;0.00083;0.00165;0.00015;57;57;57;0;0;1;-30;30
846;871;0.00083;0.00165;0.00015;57;57;57;0;0;1;-30;30
847;871;0.00083;0.00165;0.00015;57;57;57;0;0;1;-30;30
848;870;0.00083;0.00124;0.00012;57;57;57;0;0;1;-30;30
849;1320;0.00909;0.02397;0.00315;120;120;120;0;0;1;-30;30
1426;849;0.01818;0.04215;0.00607;120;120;120;0;0;1;-30;30
1087;850;0.00496;0.01405;0.00165;140;140;140;0;0;1;-30;30
1594;850;0.00579;0.01818;0.00218;140;140;140;0;0;1;-30;30
1066;851;0.00579;0.01736;0.00213;140;140;140;0;0;1;-30;30
851;1328;0.00826;0.02727;0.0029;140;140;140;0;0;1;-30;30
1538;851;0.02397;0.07603;0.00825;140;140;140;0;0;1;-30;30
1560;852;0.00992;0.02479;0.00283;120;120;120;0;0;1;-30;30
852;1589;0.00331;0.00992;0.00114;140;140;140;0;0;1;-30;30
853;855;0.00083;0.00165;0.00022;114;114;114;0;0;1;-30;30
854;856;0.00165;0.00413;0.00046;114;114;114;0;0;1;-30;30
855;997;0.00083;0.00331;0.00039;140;140;140;0;0;1;-30;30
1573;855;0.00413;0.01157;0.00138;114;114;114;0;0;1;-30;30
864;856;0.00248;0.00744;0.0008;120;120;120;0;0;1;-30;30
856;997;0.00083;0.00165;0.00015;114;114;114;0;0;1;-30;30
857;1169;0.02479;0.06529;0.00661;120;120;120;0;0;1;-30;30
1293;857;0.02231;0.05455;0.00622;120;120;120;0;0;1;-30;30
858;945;0.00331;0.01074;0.00116;140;140;140;0;0;1;-30;30
1162;858;0.00661;0.01983;0.00225;140;140;140;0;0;1;-30;30
1173;858;0.00165;0.00248;0.00024;57;57;57;0;0;1;-30;30
858;1205;0.00496;0.01736;0.00191;114;114;114;0;0;1;-30;30
1372;858;0.00661;0.01653;0.00177;120;120;120;0;0;1;-30;30
859;946;0.00331;0.01074;0.00116;140;140;140;0;0;1;-30;30
1113;859;0.00826;0.02231;0.00242;120;120;120;0;0;1;-30;30
1174;859;0.00165;0.00248;0.00024;57;57;57;0;0;1;-30;30
1358;859;0.00661;0.01983;0.00223;114;114;114;0;0;1;-30;30
859;1362;0.00248;0.00826;0.00094;114;114;114;0;0;1;-30;30
860;1556;0.02314;0.02893;0.00549;90;90;90;0;0;1;-30;30
1107;861;0.01901;0.06033;0.00656;114;114;114;0;0;1;-30;30
1585;861;0.00496;0.0157;0.00181;114;114;114;0;0;1;-30;30
947;862;0.00248;0.00661;0.0007;120;120;120;0;0;1;-30;30
1561;862;0.01488;0.03388;0.00421;120;120;120;0;0;1;-30;30
864;863;0.00331;0.01157;0.00109;114;114;114;0;0;1;-30;30
990;864;0.00413;0.01405;0.00148;114;114;114;0;0;1;-30;30
1432;865;0.00413;0.00909;0.00131;120;120;120;0;0;1;-30;30
1575;865;0.03306;0.07934;0.00941;120;120;120;0;0;1;-30;30
866;1196;0.00661;0.02149;0.00225;114;114;114;0;0;1;-30;30
1531;866;0.00413;0.01405;0.00148;114;114;114;0;0;1;-30;30
867;869;0.00496;0.01405;0.00167;114;114;114;0;0;1;-30;30
1288;868;0.00496;0.0157;0.00157;140;140;140;0;0;1;-30;30
888;869;0;0.00083;2.00E-05;114;114;114;0;0;1;-30;30
869;914;0.01322;0.04298;0.00465;140;140;140;0;0;1;-30;30
1214;870;0.0157;0.03636;0.00554;120;120;120;0;0;1;-30;30
1411;870;0.00661;0.01983;0.00235;140;140;140;0;0;1;-30;30
1418;870;0.00826;0.02645;0.003;120;120;120;0;0;1;-30;30
896;871;0.01488;0.04132;0.00414;120;120;120;0;0;1;-30;30
1418;871;0.00826;0.02645;0.003;85;85;85;0;0;1;-30;30
1020;872;0.00413;0.01322;0.00143;114;114;114;0;0;1;-30;30
872;1384;0.02562;0.06694;0.00755;120;120;120;0;0;1;-30;30
873;874;0.00992;0.03223;0.00307;120;120;120;0;0;1;-30;30
874;1098;0;0.00083;0;120;120;120;0;0;1;-30;30
1552;874;0.00992;0.02975;0.00332;120;120;120;0;0;1;-30;30
875;876;0.00248;0.00331;0.00031;75;75;75;0;0;1;-30;30
1323;876;0.00661;0.01901;0.00177;90;90;90;0;0;1;-30;30
876;1389;0.02231;0.04132;0.00356;90;90;90;0;0;1;-30;30
1050;877;0.01074;0.03471;0.00373;114;114;114;0;0;1;-30;30
879;878;0;0.0001;0;438;438;438;0;0;1;-30;30
1320;878;0.00661;0.0157;0.00225;120;120;120;0;0;1;-30;30
1543;878;0.01405;0.02645;0.00353;90;90;90;0;0;1;-30;30
879;1325;0.0124;0.03388;0.00375;120;120;120;0;0;1;-30;30
1426;879;0.02397;0.05868;0.00646;120;120;120;0;0;1;-30;30
1470;882;0.01901;0.0595;0.00644;114;114;114;0;0;1;-30;30
882;1503;0.03471;0.10909;0.01171;140;140;140;0;0;1;-30;30
1490;883;0.00165;0.00579;0.00063;140;140;140;0;0;1;-30;30
885;884;0.00165;0.00413;0.00046;140;140;140;0;0;1;-30;30
885;890;0.05702;0.0843;0.00837;75;75;75;0;0;1;-30;30
1476;885;0.05455;0.07107;0.0067;75;75;75;0;0;1;-30;30
1294;886;0.02645;0.06612;0.00733;120;120;120;0;0;1;-30;30
887;1178;0.03719;0.07521;0.00663;90;90;90;0;0;1;-30;30
996;888;0.00744;0.02314;0.00271;140;140;140;0;0;1;-30;30
1076;889;0.00579;0.01736;0.00186;140;140;140;0;0;1;-30;30
1207;889;0.00496;0.01488;0.00167;114;114;114;0;0;1;-30;30
891;1057;0.00331;0.00909;0.00106;140;140;140;0;0;1;-30;30
1459;891;0.00413;0.01488;0.00145;140;140;140;0;0;1;-30;30
893;892;0;0.0001;0;438;438;438;0;0;1;-30;30
1013;892;0.00165;0.00496;0.00063;57;57;57;0;0;1;-30;30
1206;892;0.00496;0.01405;0.00162;90;90;90;0;0;1;-30;30
1448;892;0.00496;0.0157;0.00177;140;140;140;0;0;1;-30;30
1312;893;0.00496;0.01488;0.00177;140;140;140;0;0;1;-30;30
1449;893;0.00496;0.0157;0.00177;140;140;140;0;0;1;-30;30
894;1077;0.00744;0.02397;0.00278;140;140;140;0;0;1;-30;30
1514;894;0.00496;0.01653;0.00191;140;140;140;0;0;1;-30;30
986;895;0.00083;0.00331;0.00034;140;140;140;0;0;1;-30;30
1424;895;0.00661;0.02149;0.00208;140;140;140;0;0;1;-30;30
1083;896;0.00744;0.01818;0.00213;120;120;120;0;0;1;-30;30
897;898;0;0.00083;0;57;57;57;0;0;1;-30;30
898;1289;0.03636;0.05041;0.0083;57;57;57;0;0;1;-30;30
2089;898;0.02149;0.02727;0.00511;57;57;57;0;0;1;-30;30
923;899;0.01653;0.04959;0.00583;114;114;114;0;0;1;-30;30
1230;900;0.00083;0.00248;0.00029;140;140;140;0;0;1;-30;30
1482;900;0.01322;0.03884;0.00457;140;140;140;0;0;1;-30;30
961;901;0.01074;0.02397;0.00336;120;120;120;0;0;1;-30;30
901;1561;0.00331;0.00826;0.0009;120;120;120;0;0;1;-30;30
903;902;0.00165;0.00413;0.00056;141;141;141;0;0;1;-30;30
903;916;0.00413;0.0157;0.00186;140;140;140;0;0;1;-30;30
1184;903;0.00413;0.01653;0.00198;140;140;140;0;0;1;-30;30
1201;904;0.00413;0.0124;0.00131;114;114;114;0;0;1;-30;30
906;905;0;0.0001;0;438;438;438;0;0;1;-30;30
905;1372;0.00165;0.00413;0.00044;114;114;114;0;0;1;-30;30
905;1569;0.00165;0.00579;0.00065;114;114;114;0;0;1;-30;30
1095;906;0.00331;0.01157;0.00119;114;114;114;0;0;1;-30;30
1570;906;0.00165;0.00661;0.00065;114;114;114;0;0;1;-30;30
907;1201;0.00248;0.01488;0.00167;114;114;114;0;0;1;-30;30
908;1203;0.00248;0.01488;0.00169;114;114;114;0;0;1;-30;30
1387;908;0.00413;0.00744;0.01602;76;76;76;0;0;1;-30;30
1058;909;0.00579;0.00992;0.00211;120;120;120;0;0;1;-30;30
1245;909;0.01157;0.03554;0.00387;120;120;120;0;0;1;-30;30
910;1156;0.00661;0.01983;0.00213;140;140;140;0;0;1;-30;30
910;1251;0.00248;0.00744;0.00082;140;140;140;0;0;1;-30;30
911;979;0.00992;0.0686;0.00765;232;232;232;0;0;1;-30;30
911;1478;0.00579;0.0405;0.00453;232;232;232;0;0;1;-30;30
912;965;0.00909;0.04132;0.00457;114;114;114;0;0;1;-30;30
1025;912;0.05124;0.16198;0.01788;114;114;114;0;0;1;-30;30
1293;912;0.03471;0.11074;0.01162;114;114;114;0;0;1;-30;30
1294;912;0.03471;0.11074;0.01164;114;114;114;0;0;1;-30;30
1420;912;0.01488;0.04628;0.00508;114;114;114;0;0;1;-30;30
912;1572;0.00331;0.02231;0.00249;114;114;114;0;0;1;-30;30
1454;913;0.02645;0.06364;0.00726;57;57;57;0;0;1;-30;30
1577;913;0.01983;0.05124;0.00588;57;57;57;0;0;1;-30;30
1279;914;0.00248;0.00744;0.00085;140;140;140;0;0;1;-30;30
933;915;0.00083;0.00248;0.00022;114;114;114;0;0;1;-30;30
1072;915;0.00083;0.00248;0.00029;114;114;114;0;0;1;-30;30
1095;915;0.00331;0.01322;0.00138;141;141;141;0;0;1;-30;30
1236;915;0.00248;0.00826;0.00099;114;114;114;0;0;1;-30;30
934;916;0.00083;0.00248;0.00022;114;114;114;0;0;1;-30;30
1073;916;0.00083;0.00248;0.00031;114;114;114;0;0;1;-30;30
1095;916;0.00331;0.01322;0.00138;141;141;141;0;0;1;-30;30
917;1413;0.02149;0.06529;0.00777;140;140;140;0;0;1;-30;30
1426;917;0.02397;0.07273;0.00862;85;85;85;0;0;1;-30;30
1503;918;0.01488;0.04545;0.00506;140;140;140;0;0;1;-30;30
974;919;0.02066;0.05455;0.00605;120;120;120;0;0;1;-30;30
919;1049;0.01983;0.06364;0.00675;114;114;114;0;0;1;-30;30
1077;919;0.00744;0.02397;0.00281;140;140;140;0;0;1;-30;30
1102;920;0.00496;0.00826;0.00174;120;120;120;0;0;1;-30;30
920;1343;0.00744;0.02479;0.00259;114;114;114;0;0;1;-30;30
1575;920;0.02066;0.05124;0.0061;120;120;120;0;0;1;-30;30
921;1207;0.00909;0.0281;0.00302;114;114;114;0;0;1;-30;30
921;1344;0.00744;0.02479;0.00259;114;114;114;0;0;1;-30;30
1513;921;0.01983;0.06033;0.00711;140;140;140;0;0;1;-30;30
922;923;0;0.00083;2.00E-05;57;57;57;0;0;1;-30;30
924;1071;0.00579;0.01901;0.00206;140;140;140;0;0;1;-30;30
925;926;0.00083;0.00165;0.00017;114;114;114;0;0;1;-30;30
926;1190;0.01653;0.05041;0.0059;140;140;140;0;0;1;-30;30
927;928;0.00083;0.00331;0.00036;140;140;140;0;0;1;-30;30
1220;928;0.00248;0.00826;0.00082;140;140;140;0;0;1;-30;30
929;1139;0.00826;0.02645;0.00302;114;114;114;0;0;1;-30;30
929;1240;0.00413;0.01157;0.00128;120;120;120;0;0;1;-30;30
1410;929;0.02562;0.04215;0.00634;90;90;90;0;0;1;-30;30
1138;930;0.00248;0.00826;0.00094;114;114;114;0;0;1;-30;30
932;931;0.00083;0.00165;0.00019;140;140;140;0;0;1;-30;30
932;1381;0.00083;0.00331;0.00039;140;140;140;0;0;1;-30;30
1452;932;0.00165;0.00579;0.00068;140;140;140;0;0;1;-30;30
935;936;0.00083;0.00248;0.00024;114;114;114;0;0;1;-30;30
1235;936;0.00496;0.01322;0.0015;120;120;120;0;0;1;-30;30
936;1565;0.00165;0.00496;0.00051;85;85;85;0;0;1;-30;30
937;938;0;0.00083;2.00E-05;114;114;114;0;0;1;-30;30
1095;938;0.00165;0.00413;0.00046;114;114;114;0;0;1;-30;30
938;1531;0.00165;0.00579;0.00056;114;114;114;0;0;1;-30;30
939;1416;0.00909;0.02727;0.00319;140;140;140;0;0;1;-30;30
1513;939;0.00248;0.00826;0.00097;140;140;140;0;0;1;-30;30
940;944;0;0.00083;7.00E-05;114;114;114;0;0;1;-30;30
941;944;0;0.00083;7.00E-05;114;114;114;0;0;1;-30;30
957;942;0.00579;0.01983;0.00191;104;104;104;0;0;1;-30;30
942;1096;0.00165;0.00496;0.00056;114;114;114;0;0;1;-30;30
1274;943;0.00579;0.01653;0.00186;120;120;120;0;0;1;-30;30
1539;943;0.00331;0.00744;0.00087;120;120;120;0;0;1;-30;30
944;1117;0.00496;0.01488;0.00179;140;140;140;0;0;1;-30;30
944;1591;0.00413;0.0124;0.0015;140;140;140;0;0;1;-30;30
947;1229;0.00331;0.00744;0.00099;120;120;120;0;0;1;-30;30
948;1199;0.00496;0.01736;0.00179;140;140;140;0;0;1;-30;30
1256;948;0.00826;0.02727;0.0029;140;140;140;0;0;1;-30;30
1087;949;0.00413;0.01405;0.00131;140;140;140;0;0;1;-30;30
949;1422;0.00992;0.0314;0.00368;140;140;140;0;0;1;-30;30
950;979;0.00165;0.00248;0.00024;57;57;57;0;0;1;-30;30
951;978;0.00165;0.00248;0.00024;57;57;57;0;0;1;-30;30
953;952;0.00248;0.00331;0.00056;90;90;90;0;0;1;-30;30
953;1075;0.01157;0.03471;0.00387;140;140;140;0;0;1;-30;30
1184;953;0.00579;0.01736;0.00208;114;114;114;0;0;1;-30;30
954;968;0.01488;0.0438;0.00523;57;57;57;0;0;1;-30;30
997;955;0.00496;0.01653;0.0016;140;140;140;0;0;1;-30;30
997;956;0.00331;0.00992;0.00121;140;140;140;0;0;1;-30;30
1063;957;0.00331;0.01074;0.00126;140;140;140;0;0;1;-30;30
1469;958;0.00413;0.00744;0.00102;57;57;57;0;0;1;-30;30
1168;959;0.05372;0.07521;0.00663;57;57;57;0;0;1;-30;30
1350;959;0.05041;0.08264;0.00895;57;57;57;0;0;1;-30;30
960;961;0.00165;0.00579;0.00065;28;28;28;0;0;1;-30;30
1282;961;0.00248;0.00661;0.00077;114;114;114;0;0;1;-30;30
978;962;0.01157;0.03636;0.00382;114;114;114;0;0;1;-30;30
1581;962;0.02314;0.07273;0.00774;57;57;57;0;0;1;-30;30
963;1331;0.00413;0.00909;0.00136;120;120;120;0;0;1;-30;30
1460;963;0.00496;0.01405;0.00169;140;140;140;0;0;1;-30;30
1338;964;0.01322;0.03636;0.00387;120;120;120;0;0;1;-30;30
964;1345;0.01488;0.0405;0.00436;120;120;120;0;0;1;-30;30
965;973;0.00661;0.01983;0.0022;114;114;114;0;0;1;-30;30
967;966;0;0.0001;0;438;438;438;0;0;1;-30;30
966;1149;0.03306;0.09917;0.01169;85;85;85;0;0;1;-30;30
966;1215;0.03884;0.11983;0.01365;114;114;114;0;0;1;-30;30
1263;966;0.01074;0.03554;0.0037;114;114;114;0;0;1;-30;30
967;982;0.04132;0.07686;0.00799;90;90;90;0;0;1;-30;30
1268;967;0.0562;0.1876;0.01868;114;114;114;0;0;1;-30;30
967;1324;0.00909;0.01736;0.00179;90;90;90;0;0;1;-30;30
967;1502;0.04959;0.21074;0.02333;114;114;114;0;0;1;-30;30
979;968;0.06364;0.12975;0.01268;90;90;90;0;0;1;-30;30
1025;968;0.04711;0.08926;0.00871;57;57;57;0;0;1;-30;30
1516;968;0.01322;0.0405;0.00482;57;57;57;0;0;1;-30;30
969;971;0;0.00083;7.00E-05;114;114;114;0;0;1;-30;30
972;970;0.00083;0.00331;0.00034;57;57;57;0;0;1;-30;30
971;1382;0.00083;0.00248;0.00027;114;114;114;0;0;1;-30;30
972;1235;0.00826;0.02066;0.00232;120;120;120;0;0;1;-30;30
1384;972;0.00083;0.00165;0.00017;114;114;114;0;0;1;-30;30
979;973;0.00661;0.02149;0.00225;114;114;114;0;0;1;-30;30
1480;973;0.00248;0.00744;0.00075;57;57;57;0;0;1;-30;30
1481;973;0.00248;0.00744;0.00075;57;57;57;0;0;1;-30;30
974;1431;0.03802;0.09504;0.0105;120;120;120;0;0;1;-30;30
1354;975;0.00579;0.01818;0.00213;140;140;140;0;0;1;-30;30
1366;975;0.00661;0.02149;0.00223;114;114;114;0;0;1;-30;30
976;1415;0;0.00083;0.00012;114;114;114;0;0;1;-30;30
977;1415;0;0.00083;0.00012;114;114;114;0;0;1;-30;30
998;978;0.01653;0.05207;0.00559;140;140;140;0;0;1;-30;30
978;1024;0.09669;0.19504;0.01788;90;90;90;0;0;1;-30;30
1293;978;0.03884;0.07603;0.00661;114;114;114;0;0;1;-30;30
1318;978;0.03471;0.07355;0.0068;90;90;90;0;0;1;-30;30
1478;978;0.00496;0.0314;0.00358;152;152;152;0;0;1;-30;30
1319;979;0.03471;0.07355;0.0068;90;90;90;0;0;1;-30;30
979;1501;0.01157;0.03471;0.0039;114;114;114;0;0;1;-30;30
981;980;0.00331;0.00413;0.00075;57;57;57;0;0;1;-30;30
981;1292;0.00165;0.00496;0.00048;120;120;120;0;0;1;-30;30
1402;981;0.02149;0.06116;0.00501;120;120;120;0;0;1;-30;30
982;1470;0.03554;0.07025;0.00719;90;90;90;0;0;1;-30;30
985;983;0.00248;0.00496;0.0007;90;90;90;0;0;1;-30;30
986;984;0.00165;0.00413;0.00046;140;140;140;0;0;1;-30;30
1058;985;0.00579;0.01074;0.00223;120;120;120;0;0;1;-30;30
985;1306;0.00248;0.00413;0.00077;120;120;120;0;0;1;-30;30
1307;986;0.00165;0.00413;0.00053;140;140;140;0;0;1;-30;30
987;989;0.00248;0.00744;0.00085;114;114;114;0;0;1;-30;30
988;990;0.00248;0.00661;0.00077;114;114;114;0;0;1;-30;30
989;996;0.00744;0.02314;0.00242;120;120;120;0;0;1;-30;30
1125;989;0;0.00083;0.00012;114;114;114;0;0;1;-30;30
1126;990;0;0.00083;0.00012;114;114;114;0;0;1;-30;30
1501;991;0.01736;0.05289;0.00593;114;114;114;0;0;1;-30;30
1183;992;0.00496;0.01405;0.00162;140;140;140;0;0;1;-30;30
992;1459;0.00083;0.00165;0.00024;140;140;140;0;0;1;-30;30
994;993;0;0.0001;0;438;438;438;0;0;1;-30;30
994;1289;0.01488;0.02479;0.00356;57;57;57;0;0;1;-30;30
1407;994;0.03058;0.06033;0.00525;57;57;57;0;0;1;-30;30
1017;995;0.0124;0.03802;0.0044;114;114;114;0;0;1;-30;30
1112;995;0.00165;0.00496;0.00056;140;140;140;0;0;1;-30;30
1145;995;0.00909;0.02645;0.00312;140;140;140;0;0;1;-30;30
1378;995;0.00413;0.00909;0.00099;140;140;140;0;0;1;-30;30
1539;995;0.00826;0.02314;0.00264;140;140;140;0;0;1;-30;30
1401;996;0.00909;0.02727;0.00312;114;114;114;0;0;1;-30;30
1111;997;0.00083;0.00331;0.00039;140;140;140;0;0;1;-30;30
1127;997;0.00909;0.02562;0.00259;120;120;120;0;0;1;-30;30
1222;997;0.00909;0.02562;0.00259;120;120;120;0;0;1;-30;30
1572;998;0.00331;0.01074;0.00121;114;114;114;0;0;1;-30;30
1241;999;0.00579;0.0157;0.00181;90;90;90;0;0;1;-30;30
999;1311;0.00909;0.02975;0.00286;114;114;114;0;0;1;-30;30
1000;1556;0.00083;0.00165;0.00019;57;57;57;0;0;1;-30;30
1001;1556;0.00083;0.00165;0.00022;57;57;57;0;0;1;-30;30
1002;1003;0.00165;0.00496;0.00058;120;120;120;0;0;1;-30;30
1003;1491;0.00413;0.01157;0.00131;140;140;140;0;0;1;-30;30
1008;1004;0.00496;0.00909;0.00092;90;90;90;0;0;1;-30;30
1005;1007;0.00083;0.00248;0.00027;76;76;76;0;0;1;-30;30
1006;1008;0;0.00083;2.00E-05;140;140;140;0;0;1;-30;30
1007;1010;0.00248;0.00413;0.00044;90;90;90;0;0;1;-30;30
1553;1007;0.00413;0.00661;0.0007;90;90;90;0;0;1;-30;30
1552;1008;0.00413;0.00661;0.00073;90;90;90;0;0;1;-30;30
1371;1009;0;0.00083;0;90;90;90;0;0;1;-30;30
1552;1011;0.00744;0.0157;0.00177;90;90;90;0;0;1;-30;30
1193;1012;0.02645;0.04132;0.00639;90;90;90;0;0;1;-30;30
1553;1012;0.04545;0.05702;0.01079;90;90;90;0;0;1;-30;30
1014;1017;0.00083;0.00165;0.00012;114;114;114;0;0;1;-30;30
1015;1019;0.00083;0.00331;0.00029;114;114;114;0;0;1;-30;30
1016;1018;0.00083;0.00165;0.00017;114;114;114;0;0;1;-30;30
1191;1017;0.00083;0.00331;0.00039;114;114;114;0;0;1;-30;30
1192;1018;0.00083;0.00248;0.00029;114;114;114;0;0;1;-30;30
1018;1401;0.00413;0.0124;0.0014;114;114;114;0;0;1;-30;30
1019;1191;0.00083;0.00248;0.00024;114;114;114;0;0;1;-30;30
1287;1019;0.00661;0.02149;0.0023;114;114;114;0;0;1;-30;30
1020;1522;0.00248;0.00909;0.0009;114;114;114;0;0;1;-30;30
1021;1136;0.00496;0.0157;0.00186;140;140;140;0;0;1;-30;30
1468;1021;0;0.00083;0;90;90;90;0;0;1;-30;30
1230;1022;0.00331;0.00413;0.00073;90;90;90;0;0;1;-30;30
1231;1023;0.00331;0.00413;0.00075;90;90;90;0;0;1;-30;30
1025;1024;0;0.0001;0;438;438;438;0;0;1;-30;30
1308;1024;0.01157;0.03223;0.00361;57;57;57;0;0;1;-30;30
2083;1024;0.07025;0.12066;0.0129;90;90;90;0;0;1;-30;30
1872;1025;0.03554;0.06612;0.00765;90;90;90;0;0;1;-30;30
1153;1026;0.00744;0.02314;0.00259;114;114;114;0;0;1;-30;30
1583;1026;0.00248;0.00744;0.00085;120;120;120;0;0;1;-30;30
1216;1027;0.00331;0.00661;0.00061;57;57;57;0;0;1;-30;30
1216;1028;0.00331;0.00661;0.00058;90;90;90;0;0;1;-30;30
1217;1029;0.00331;0.00661;0.00058;90;90;90;0;0;1;-30;30
1031;1030;0;0.0001;0;438;438;438;0;0;1;-30;30
1524;1030;0.00579;0.01322;0.00254;114;114;114;0;0;1;-30;30
1216;1031;0.00248;0.00661;0.00111;114;114;114;0;0;1;-30;30
1524;1032;0.00165;0.00579;0.00065;114;114;114;0;0;1;-30;30
1523;1033;0.00165;0.00579;0.00068;114;114;114;0;0;1;-30;30
1217;1034;0.00083;0.00248;0.00041;120;120;120;0;0;1;-30;30
1216;1035;0.00083;0.00248;0.00044;120;120;120;0;0;1;-30;30
1217;1036;0.00083;0.00248;0.00031;114;114;114;0;0;1;-30;30
1523;1037;0.00083;0.00248;0.00031;114;114;114;0;0;1;-30;30
1524;1038;0.00083;0.00248;0.00036;114;114;114;0;0;1;-30;30
1040;1039;0;0.0001;0;438;438;438;0;0;1;-30;30
1216;1039;0.00496;0.0124;0.00244;114;114;114;0;0;1;-30;30
1524;1040;0.00165;0.00496;0.00073;114;114;114;0;0;1;-30;30
1041;1043;0;0.00083;0.0001;120;120;120;0;0;1;-30;30
1044;1042;0;0.00083;0.00012;120;120;120;0;0;1;-30;30
1142;1043;0.03636;0.09008;0.00992;120;120;120;0;0;1;-30;30
1043;1217;0.00413;0.00992;0.00111;120;120;120;0;0;1;-30;30
1044;1217;0.00413;0.00992;0.00111;120;120;120;0;0;1;-30;30
1523;1044;0.00579;0.01736;0.00167;120;120;120;0;0;1;-30;30
1306;1045;0.00083;0.00248;0.00027;114;114;114;0;0;1;-30;30
1536;1045;0.00331;0.01157;0.00126;140;140;140;0;0;1;-30;30
1046;1050;0.00413;0.01322;0.00155;114;114;114;0;0;1;-30;30
1047;1050;0.00413;0.01157;0.0014;114;114;114;0;0;1;-30;30
1048;1049;0.00083;0.00331;0.00036;114;114;114;0;0;1;-30;30
1049;1450;0.00826;0.02645;0.00286;120;120;120;0;0;1;-30;30
